#SpectrumName : alu.SPC
#XUnit        : 
#YUnit        : 
#Length       : 2048
#SubSpcNum    : 1
#StartSubSpc  : 0
#StopSubSpc   : 0
#Comment      : 
#Realtime     : 602.415
#Livetime     : 600.000
#Deadtime     : 2.415
#Starttime    : 30.01.2023 13:22:37
#Stoptime     : 30.01.2023 13:32:39
#CalibCoeff   : a=0.000000000E+000 b=0.000000000E+000 c=0.000000000E+000 d=0.000000000E+000
#SpectrumText : 0 
0	26	5.09901951359
1	32	5.65685424949
2	29	5.38516480713
3	18	4.24264068712
4	18	4.24264068712
5	19	4.35889894354
6	16	4.0
7	23	4.79583152331
8	17	4.12310562562
9	18	4.24264068712
10	15	3.87298334621
11	15	3.87298334621
12	18	4.24264068712
13	11	3.31662479036
14	18	4.24264068712
15	11	3.31662479036
16	14	3.74165738677
17	15	3.87298334621
18	17	4.12310562562
19	16	4.0
20	13	3.60555127546
21	12	3.46410161514
22	14	3.74165738677
23	8	2.82842712475
24	7	2.64575131106
25	9	3.0
26	9	3.0
27	7	2.64575131106
28	7	2.64575131106
29	9	3.0
30	7	2.64575131106
31	8	2.82842712475
32	8	2.82842712475
33	8	2.82842712475
34	10	3.16227766017
35	6	2.44948974278
36	4	2.0
37	8	2.82842712475
38	10	3.16227766017
39	6	2.44948974278
40	8	2.82842712475
41	4	2.0
42	9	3.0
43	10	3.16227766017
44	6	2.44948974278
45	3	1.73205080757
46	7	2.64575131106
47	5	2.2360679775
48	7	2.64575131106
49	6	2.44948974278
50	3	1.73205080757
51	8	2.82842712475
52	4	2.0
53	6	2.44948974278
54	2	1.41421356237
55	10	3.16227766017
56	8	2.82842712475
57	4	2.0
58	8	2.82842712475
59	3	1.73205080757
60	7	2.64575131106
61	6	2.44948974278
62	2	1.41421356237
63	4	2.0
64	9	3.0
65	6	2.44948974278
66	7	2.64575131106
67	7	2.64575131106
68	3	1.73205080757
69	7	2.64575131106
70	8	2.82842712475
71	2	1.41421356237
72	5	2.2360679775
73	8	2.82842712475
74	6	2.44948974278
75	9	3.0
76	3	1.73205080757
77	5	2.2360679775
78	9	3.0
79	6	2.44948974278
80	8	2.82842712475
81	5	2.2360679775
82	6	2.44948974278
83	6	2.44948974278
84	3	1.73205080757
85	7	2.64575131106
86	3	1.73205080757
87	5	2.2360679775
88	4	2.0
89	4	2.0
90	7	2.64575131106
91	3	1.73205080757
92	8	2.82842712475
93	6	2.44948974278
94	5	2.2360679775
95	8	2.82842712475
96	1	1.0
97	9	3.0
98	4	2.0
99	5	2.2360679775
100	6	2.44948974278
101	6	2.44948974278
102	6	2.44948974278
103	5	2.2360679775
104	2	1.41421356237
105	2	1.41421356237
106	5	2.2360679775
107	9	3.0
108	8	2.82842712475
109	6	2.44948974278
110	7	2.64575131106
111	5	2.2360679775
112	1	1.0
113	7	2.64575131106
114	7	2.64575131106
115	6	2.44948974278
116	8	2.82842712475
117	11	3.31662479036
118	5	2.2360679775
