0000001066;scans;0000000054;DataLength
"header";0000000019;"lines"
"Date";28.11.2022;"Time";14:17:47
"ID";"HAL 7 RC RGA 100 #13407";"Version";4
"Scans";1
"Scan ID";"Mode";"Input";"Scanned";"Start";"Stop";"Increment";"Dwell";"Settle";"RS";"RelSEM"
"Scan 1";"RGA";"Total";"mass";10,00;50,00;1,00;100,000%;100,000%;1,000000;1,000000;
"Environment";
"Global";"RGA"
"F1";1;"( 1 = on, 0 = off )"
"F2";0;"( 1 = on, 0 = off )"
"cage";3,0;"V"
"delta-m";0;"%"
"electron-energy";70,0;"V"
"emission";1000,000;"uA"
"focus";-90;"V"
"mass";18,00;"amu"
"mode-change-delay";1000;"ms"
"resolution";0;"%"
"Data";1
"Cycle";"Time";"ms";"mass amu";"Total torr"
0000000001;00:00:01;0000001001;  10,00;  1,31284e-07
0000000001;00:00:01;0000001001;  11,00;  1,31418e-07
0000000001;00:00:01;0000001001;  12,00;  1,30947e-07
0000000001;00:00:01;0000001001;  13,00;  1,31552e-07
0000000001;00:00:01;0000001001;  14,00;  1,31284e-07
0000000001;00:00:01;0000001001;  15,00;  1,31015e-07
0000000001;00:00:01;0000001001;  16,00;  1,31418e-07
0000000001;00:00:01;0000001001;  17,00;  1,31284e-07
0000000001;00:00:01;0000001001;  18,00;  1,31552e-07
0000000001;00:00:01;0000001001;  19,00;  1,31418e-07
0000000001;00:00:01;0000001001;  20,00;  1,31552e-07
0000000001;00:00:01;0000001001;  21,00;  1,31753e-07
0000000001;00:00:01;0000001001;  22,00;  1,31753e-07
0000000001;00:00:01;0000001001;  23,00;  1,31350e-07
0000000001;00:00:01;0000001001;  24,00;  1,31956e-07
0000000001;00:00:01;0000001001;  25,00;  1,31821e-07
0000000001;00:00:01;0000001001;  26,00;  1,31418e-07
0000000001;00:00:01;0000001001;  27,00;  1,31485e-07
0000000001;00:00:01;0000001001;  28,00;  1,31687e-07
0000000001;00:00:01;0000001001;  29,00;  1,31216e-07
0000000001;00:00:01;0000001001;  30,00;  1,31418e-07
0000000001;00:00:01;0000001001;  31,00;  1,31619e-07
0000000001;00:00:01;0000001001;  32,00;  1,31552e-07
0000000001;00:00:01;0000001001;  33,00;  1,31418e-07
0000000001;00:00:01;0000001001;  34,00;  1,31821e-07
0000000001;00:00:01;0000001001;  35,00;  1,31821e-07
0000000001;00:00:01;0000001001;  36,00;  1,31888e-07
0000000001;00:00:01;0000001001;  37,00;  1,31284e-07
0000000001;00:00:01;0000001001;  38,00;  1,31552e-07
0000000001;00:00:01;0000001001;  39,00;  1,31956e-07
0000000001;00:00:01;0000001001;  40,00;  1,31956e-07
0000000001;00:00:01;0000001001;  41,00;  1,31956e-07
0000000001;00:00:01;0000001001;  42,00;  1,31753e-07
0000000001;00:00:01;0000001001;  43,00;  1,32425e-07
0000000001;00:00:01;0000001001;  44,00;  1,32291e-07
0000000001;00:00:01;0000001001;  45,00;  1,31821e-07
0000000001;00:00:01;0000001001;  46,00;  1,31956e-07
0000000001;00:00:01;0000001001;  47,00;  1,32224e-07
0000000001;00:00:01;0000001001;  48,00;  1,31687e-07
0000000001;00:00:01;0000001001;  49,00;  1,31485e-07
0000000001;00:00:01;0000001001;  50,00;  1,32224e-07
0000000002;00:00:01;0000001907;  10,00;  1,30746e-07
0000000002;00:00:01;0000001907;  11,00;  1,31216e-07
0000000002;00:00:01;0000001907;  12,00;  1,31015e-07
0000000002;00:00:01;0000001907;  13,00;  1,30947e-07
0000000002;00:00:01;0000001907;  14,00;  1,31350e-07
0000000002;00:00:01;0000001907;  15,00;  1,31687e-07
0000000002;00:00:01;0000001907;  16,00;  1,31149e-07
0000000002;00:00:01;0000001907;  17,00;  1,31888e-07
0000000002;00:00:01;0000001907;  18,00;  1,31485e-07
0000000002;00:00:01;0000001907;  19,00;  1,31687e-07
0000000002;00:00:01;0000001907;  20,00;  1,31485e-07
0000000002;00:00:01;0000001907;  21,00;  1,31015e-07
0000000002;00:00:01;0000001907;  22,00;  1,31350e-07
0000000002;00:00:01;0000001907;  23,00;  1,31956e-07
0000000002;00:00:01;0000001907;  24,00;  1,31687e-07
0000000002;00:00:01;0000001907;  25,00;  1,31821e-07
0000000002;00:00:01;0000001907;  26,00;  1,32090e-07
0000000002;00:00:01;0000001907;  27,00;  1,31552e-07
0000000002;00:00:01;0000001907;  28,00;  1,32090e-07
0000000002;00:00:01;0000001907;  29,00;  1,31753e-07
0000000002;00:00:01;0000001907;  30,00;  1,31687e-07
0000000002;00:00:01;0000001907;  31,00;  1,32157e-07
0000000002;00:00:01;0000001907;  32,00;  1,31753e-07
0000000002;00:00:01;0000001907;  33,00;  1,31619e-07
0000000002;00:00:01;0000001907;  34,00;  1,32022e-07
0000000002;00:00:01;0000001907;  35,00;  1,31552e-07
0000000002;00:00:01;0000001907;  36,00;  1,32224e-07
0000000002;00:00:01;0000001907;  37,00;  1,32224e-07
0000000002;00:00:01;0000001907;  38,00;  1,31956e-07
0000000002;00:00:01;0000001907;  39,00;  1,32090e-07
0000000002;00:00:01;0000001907;  40,00;  1,31956e-07
0000000002;00:00:01;0000001907;  41,00;  1,31552e-07
0000000002;00:00:01;0000001907;  42,00;  1,31350e-07
0000000002;00:00:01;0000001907;  43,00;  1,32560e-07
0000000002;00:00:01;0000001907;  44,00;  1,31888e-07
0000000002;00:00:01;0000001907;  45,00;  1,31753e-07
0000000002;00:00:01;0000001907;  46,00;  1,32157e-07
0000000002;00:00:01;0000001907;  47,00;  1,32627e-07
0000000002;00:00:01;0000001907;  48,00;  1,32425e-07
0000000002;00:00:01;0000001907;  49,00;  1,32224e-07
0000000002;00:00:01;0000001907;  50,00;  1,32090e-07
0000000003;00:00:02;0000002812;  10,00;  1,31284e-07
0000000003;00:00:02;0000002812;  11,00;  1,31418e-07
0000000003;00:00:02;0000002812;  12,00;  1,32224e-07
0000000003;00:00:02;0000002812;  13,00;  1,32224e-07
0000000003;00:00:02;0000002812;  14,00;  1,31015e-07
0000000003;00:00:02;0000002812;  15,00;  1,31284e-07
0000000003;00:00:02;0000002812;  16,00;  1,32292e-07
0000000003;00:00:02;0000002812;  17,00;  1,32023e-07
0000000003;00:00:02;0000002812;  18,00;  1,31552e-07
0000000003;00:00:02;0000002812;  19,00;  1,31687e-07
0000000003;00:00:02;0000002812;  20,00;  1,32292e-07
0000000003;00:00:02;0000002812;  21,00;  1,32224e-07
0000000003;00:00:02;0000002812;  22,00;  1,32224e-07
0000000003;00:00:02;0000002812;  23,00;  1,31956e-07
0000000003;00:00:02;0000002812;  24,00;  1,32359e-07
0000000003;00:00:02;0000002812;  25,00;  1,32158e-07
0000000003;00:00:02;0000002812;  26,00;  1,32023e-07
0000000003;00:00:02;0000002812;  27,00;  1,32561e-07
0000000003;00:00:02;0000002812;  28,00;  1,32090e-07
0000000003;00:00:02;0000002812;  29,00;  1,32627e-07
0000000003;00:00:02;0000002812;  30,00;  1,32090e-07
0000000003;00:00:02;0000002812;  31,00;  1,32695e-07
0000000003;00:00:02;0000002812;  32,00;  1,32292e-07
0000000003;00:00:02;0000002812;  33,00;  1,32292e-07
0000000003;00:00:02;0000002812;  34,00;  1,32292e-07
0000000003;00:00:02;0000002812;  35,00;  1,32426e-07
0000000003;00:00:02;0000002812;  36,00;  1,31755e-07
0000000003;00:00:02;0000002812;  37,00;  1,32627e-07
0000000003;00:00:02;0000002812;  38,00;  1,32359e-07
0000000003;00:00:02;0000002812;  39,00;  1,32426e-07
0000000003;00:00:02;0000002812;  40,00;  1,32224e-07
0000000003;00:00:02;0000002812;  41,00;  1,32090e-07
0000000003;00:00:02;0000002812;  42,00;  1,32762e-07
0000000003;00:00:02;0000002812;  43,00;  1,32426e-07
0000000003;00:00:02;0000002812;  44,00;  1,32158e-07
0000000003;00:00:02;0000002812;  45,00;  1,32224e-07
0000000003;00:00:02;0000002812;  46,00;  1,32359e-07
0000000003;00:00:02;0000002812;  47,00;  1,32426e-07
0000000003;00:00:02;0000002812;  48,00;  1,32426e-07
0000000003;00:00:02;0000002812;  49,00;  1,32627e-07
0000000003;00:00:02;0000002812;  50,00;  1,32627e-07
0000000004;00:00:03;0000003718;  10,00;  1,32090e-07
0000000004;00:00:03;0000003718;  11,00;  1,32090e-07
0000000004;00:00:03;0000003718;  12,00;  1,32493e-07
0000000004;00:00:03;0000003718;  13,00;  1,32560e-07
0000000004;00:00:03;0000003718;  14,00;  1,32359e-07
0000000004;00:00:03;0000003718;  15,00;  1,32291e-07
0000000004;00:00:03;0000003718;  16,00;  1,32560e-07
0000000004;00:00:03;0000003718;  17,00;  1,32291e-07
0000000004;00:00:03;0000003718;  18,00;  1,32157e-07
0000000004;00:00:03;0000003718;  19,00;  1,32090e-07
0000000004;00:00:03;0000003718;  20,00;  1,32896e-07
0000000004;00:00:03;0000003718;  21,00;  1,32224e-07
0000000004;00:00:03;0000003718;  22,00;  1,32224e-07
0000000004;00:00:03;0000003718;  23,00;  1,32425e-07
0000000004;00:00:03;0000003718;  24,00;  1,32828e-07
0000000004;00:00:03;0000003718;  25,00;  1,32896e-07
0000000004;00:00:03;0000003718;  26,00;  1,32291e-07
0000000004;00:00:03;0000003718;  27,00;  1,32090e-07
0000000004;00:00:03;0000003718;  28,00;  1,32762e-07
0000000004;00:00:03;0000003718;  29,00;  1,32762e-07
0000000004;00:00:03;0000003718;  30,00;  1,32022e-07
0000000004;00:00:03;0000003718;  31,00;  1,32627e-07
0000000004;00:00:03;0000003718;  32,00;  1,33232e-07
0000000004;00:00:03;0000003718;  33,00;  1,32560e-07
0000000004;00:00:03;0000003718;  34,00;  1,32560e-07
0000000004;00:00:03;0000003718;  35,00;  1,32627e-07
0000000004;00:00:03;0000003718;  36,00;  1,32762e-07
0000000004;00:00:03;0000003718;  37,00;  1,32627e-07
0000000004;00:00:03;0000003718;  38,00;  1,32291e-07
0000000004;00:00:03;0000003718;  39,00;  1,33031e-07
0000000004;00:00:03;0000003718;  40,00;  1,32694e-07
0000000004;00:00:03;0000003718;  41,00;  1,33031e-07
0000000004;00:00:03;0000003718;  42,00;  1,32828e-07
0000000004;00:00:03;0000003718;  43,00;  1,32560e-07
0000000004;00:00:03;0000003718;  44,00;  1,32694e-07
0000000004;00:00:03;0000003718;  45,00;  1,32560e-07
0000000004;00:00:03;0000003718;  46,00;  1,32493e-07
0000000004;00:00:03;0000003718;  47,00;  1,32762e-07
0000000004;00:00:03;0000003718;  48,00;  1,32694e-07
0000000004;00:00:03;0000003718;  49,00;  1,32694e-07
0000000004;00:00:03;0000003718;  50,00;  1,32896e-07
0000000005;00:00:04;0000004623;  10,00;  1,33165e-07
0000000005;00:00:04;0000004623;  11,00;  1,32762e-07
0000000005;00:00:04;0000004623;  12,00;  1,33232e-07
0000000005;00:00:04;0000004623;  13,00;  1,33097e-07
0000000005;00:00:04;0000004623;  14,00;  1,32694e-07
0000000005;00:00:04;0000004623;  15,00;  1,33299e-07
0000000005;00:00:04;0000004623;  16,00;  1,33097e-07
0000000005;00:00:04;0000004623;  17,00;  1,33366e-07
0000000005;00:00:04;0000004623;  18,00;  1,32963e-07
0000000005;00:00:04;0000004623;  19,00;  1,33568e-07
0000000005;00:00:04;0000004623;  20,00;  1,33232e-07
0000000005;00:00:04;0000004623;  21,00;  1,33299e-07
0000000005;00:00:04;0000004623;  22,00;  1,32963e-07
0000000005;00:00:04;0000004623;  23,00;  1,33635e-07
0000000005;00:00:04;0000004623;  24,00;  1,33097e-07
0000000005;00:00:04;0000004623;  25,00;  1,33837e-07
0000000005;00:00:04;0000004623;  26,00;  1,32828e-07
0000000005;00:00:04;0000004623;  27,00;  1,33232e-07
0000000005;00:00:04;0000004623;  28,00;  1,32963e-07
0000000005;00:00:04;0000004623;  29,00;  1,33434e-07
0000000005;00:00:04;0000004623;  30,00;  1,32896e-07
0000000005;00:00:04;0000004623;  31,00;  1,33299e-07
0000000005;00:00:04;0000004623;  32,00;  1,33434e-07
0000000005;00:00:04;0000004623;  33,00;  1,33568e-07
0000000005;00:00:04;0000004623;  34,00;  1,33232e-07
0000000005;00:00:04;0000004623;  35,00;  1,33097e-07
0000000005;00:00:04;0000004623;  36,00;  1,33971e-07
0000000005;00:00:04;0000004623;  37,00;  1,33299e-07
0000000005;00:00:04;0000004623;  38,00;  1,33366e-07
0000000005;00:00:04;0000004623;  39,00;  1,33366e-07
0000000005;00:00:04;0000004623;  40,00;  1,33837e-07
0000000005;00:00:04;0000004623;  41,00;  1,33366e-07
0000000005;00:00:04;0000004623;  42,00;  1,33434e-07
0000000005;00:00:04;0000004623;  43,00;  1,33500e-07
0000000005;00:00:04;0000004623;  44,00;  1,33568e-07
0000000005;00:00:04;0000004623;  45,00;  1,33568e-07
0000000005;00:00:04;0000004623;  46,00;  1,33299e-07
0000000005;00:00:04;0000004623;  47,00;  1,33232e-07
0000000005;00:00:04;0000004623;  48,00;  1,33568e-07
0000000005;00:00:04;0000004623;  49,00;  1,32963e-07
0000000005;00:00:04;0000004623;  50,00;  1,33299e-07
0000000006;00:00:05;0000005529;  10,00;  1,32694e-07
0000000006;00:00:05;0000005529;  11,00;  1,33097e-07
0000000006;00:00:05;0000005529;  12,00;  1,33097e-07
0000000006;00:00:05;0000005529;  13,00;  1,33031e-07
0000000006;00:00:05;0000005529;  14,00;  1,33165e-07
0000000006;00:00:05;0000005529;  15,00;  1,32493e-07
0000000006;00:00:05;0000005529;  16,00;  1,33232e-07
0000000006;00:00:05;0000005529;  17,00;  1,33232e-07
0000000006;00:00:05;0000005529;  18,00;  1,32896e-07
0000000006;00:00:05;0000005529;  19,00;  1,33232e-07
0000000006;00:00:05;0000005529;  20,00;  1,33232e-07
0000000006;00:00:05;0000005529;  21,00;  1,32896e-07
0000000006;00:00:05;0000005529;  22,00;  1,33500e-07
0000000006;00:00:05;0000005529;  23,00;  1,33366e-07
0000000006;00:00:05;0000005529;  24,00;  1,33568e-07
0000000006;00:00:05;0000005529;  25,00;  1,33635e-07
0000000006;00:00:05;0000005529;  26,00;  1,33232e-07
0000000006;00:00:05;0000005529;  27,00;  1,33366e-07
0000000006;00:00:05;0000005529;  28,00;  1,33434e-07
0000000006;00:00:05;0000005529;  29,00;  1,33500e-07
0000000006;00:00:05;0000005529;  30,00;  1,33097e-07
0000000006;00:00:05;0000005529;  31,00;  1,33635e-07
0000000006;00:00:05;0000005529;  32,00;  1,33434e-07
0000000006;00:00:05;0000005529;  33,00;  1,32896e-07
0000000006;00:00:05;0000005529;  34,00;  1,33097e-07
0000000006;00:00:05;0000005529;  35,00;  1,33769e-07
0000000006;00:00:05;0000005529;  36,00;  1,32828e-07
0000000006;00:00:05;0000005529;  37,00;  1,33702e-07
0000000006;00:00:05;0000005529;  38,00;  1,32963e-07
0000000006;00:00:05;0000005529;  39,00;  1,33366e-07
0000000006;00:00:05;0000005529;  40,00;  1,33366e-07
0000000006;00:00:05;0000005529;  41,00;  1,33635e-07
0000000006;00:00:05;0000005529;  42,00;  1,32627e-07
0000000006;00:00:05;0000005529;  43,00;  1,33097e-07
0000000006;00:00:05;0000005529;  44,00;  1,33165e-07
0000000006;00:00:05;0000005529;  45,00;  1,33971e-07
0000000006;00:00:05;0000005529;  46,00;  1,33232e-07
0000000006;00:00:05;0000005529;  47,00;  1,33097e-07
0000000006;00:00:05;0000005529;  48,00;  1,33568e-07
0000000006;00:00:05;0000005529;  49,00;  1,33299e-07
0000000006;00:00:05;0000005529;  50,00;  1,33165e-07
0000000007;00:00:06;0000006435;  10,00;  1,32694e-07
0000000007;00:00:06;0000006435;  11,00;  1,32694e-07
0000000007;00:00:06;0000006435;  12,00;  1,32963e-07
0000000007;00:00:06;0000006435;  13,00;  1,32762e-07
0000000007;00:00:06;0000006435;  14,00;  1,32560e-07
0000000007;00:00:06;0000006435;  15,00;  1,32627e-07
0000000007;00:00:06;0000006435;  16,00;  1,32694e-07
0000000007;00:00:06;0000006435;  17,00;  1,32828e-07
0000000007;00:00:06;0000006435;  18,00;  1,32425e-07
0000000007;00:00:06;0000006435;  19,00;  1,32425e-07
0000000007;00:00:06;0000006435;  20,00;  1,33165e-07
0000000007;00:00:06;0000006435;  21,00;  1,32359e-07
0000000007;00:00:06;0000006435;  22,00;  1,32627e-07
0000000007;00:00:06;0000006435;  23,00;  1,32493e-07
0000000007;00:00:06;0000006435;  24,00;  1,32828e-07
0000000007;00:00:06;0000006435;  25,00;  1,33031e-07
0000000007;00:00:06;0000006435;  26,00;  1,32963e-07
0000000007;00:00:06;0000006435;  27,00;  1,32425e-07
0000000007;00:00:06;0000006435;  28,00;  1,33299e-07
0000000007;00:00:06;0000006435;  29,00;  1,32963e-07
0000000007;00:00:06;0000006435;  30,00;  1,32627e-07
0000000007;00:00:06;0000006435;  31,00;  1,32560e-07
0000000007;00:00:06;0000006435;  32,00;  1,33031e-07
0000000007;00:00:06;0000006435;  33,00;  1,33097e-07
0000000007;00:00:06;0000006435;  34,00;  1,32627e-07
0000000007;00:00:06;0000006435;  35,00;  1,32896e-07
0000000007;00:00:06;0000006435;  36,00;  1,33500e-07
0000000007;00:00:06;0000006435;  37,00;  1,33031e-07
0000000007;00:00:06;0000006435;  38,00;  1,32896e-07
0000000007;00:00:06;0000006435;  39,00;  1,32694e-07
0000000007;00:00:06;0000006435;  40,00;  1,33232e-07
0000000007;00:00:06;0000006435;  41,00;  1,33097e-07
0000000007;00:00:06;0000006435;  42,00;  1,33031e-07
0000000007;00:00:06;0000006435;  43,00;  1,32828e-07
0000000007;00:00:06;0000006435;  44,00;  1,33232e-07
0000000007;00:00:06;0000006435;  45,00;  1,33434e-07
0000000007;00:00:06;0000006435;  46,00;  1,33031e-07
0000000007;00:00:06;0000006435;  47,00;  1,33165e-07
0000000007;00:00:06;0000006435;  48,00;  1,33165e-07
0000000007;00:00:06;0000006435;  49,00;  1,33299e-07
0000000007;00:00:06;0000006435;  50,00;  1,33097e-07
0000000008;00:00:07;0000007340;  10,00;  1,33097e-07
0000000008;00:00:07;0000007340;  11,00;  1,32896e-07
0000000008;00:00:07;0000007340;  12,00;  1,33500e-07
0000000008;00:00:07;0000007340;  13,00;  1,33232e-07
0000000008;00:00:07;0000007340;  14,00;  1,33635e-07
0000000008;00:00:07;0000007340;  15,00;  1,33500e-07
0000000008;00:00:07;0000007340;  16,00;  1,33500e-07
0000000008;00:00:07;0000007340;  17,00;  1,33500e-07
0000000008;00:00:07;0000007340;  18,00;  1,33165e-07
0000000008;00:00:07;0000007340;  19,00;  1,33568e-07
0000000008;00:00:07;0000007340;  20,00;  1,33366e-07
0000000008;00:00:07;0000007340;  21,00;  1,33568e-07
0000000008;00:00:07;0000007340;  22,00;  1,33299e-07
0000000008;00:00:07;0000007340;  23,00;  1,33635e-07
0000000008;00:00:07;0000007340;  24,00;  1,33500e-07
0000000008;00:00:07;0000007340;  25,00;  1,33097e-07
0000000008;00:00:07;0000007340;  26,00;  1,33434e-07
0000000008;00:00:07;0000007340;  27,00;  1,33299e-07
0000000008;00:00:07;0000007340;  28,00;  1,33097e-07
0000000008;00:00:07;0000007340;  29,00;  1,33500e-07
0000000008;00:00:07;0000007340;  30,00;  1,33434e-07
0000000008;00:00:07;0000007340;  31,00;  1,33299e-07
0000000008;00:00:07;0000007340;  32,00;  1,32963e-07
0000000008;00:00:07;0000007340;  33,00;  1,33568e-07
0000000008;00:00:07;0000007340;  34,00;  1,33500e-07
0000000008;00:00:07;0000007340;  35,00;  1,33837e-07
0000000008;00:00:07;0000007340;  36,00;  1,33769e-07
0000000008;00:00:07;0000007340;  37,00;  1,33971e-07
0000000008;00:00:07;0000007340;  38,00;  1,33500e-07
0000000008;00:00:07;0000007340;  39,00;  1,33769e-07
0000000008;00:00:07;0000007340;  40,00;  1,33702e-07
0000000008;00:00:07;0000007340;  41,00;  1,33702e-07
0000000008;00:00:07;0000007340;  42,00;  1,33903e-07
0000000008;00:00:07;0000007340;  43,00;  1,33769e-07
0000000008;00:00:07;0000007340;  44,00;  1,34374e-07
0000000008;00:00:07;0000007340;  45,00;  1,33769e-07
0000000008;00:00:07;0000007340;  46,00;  1,33702e-07
0000000008;00:00:07;0000007340;  47,00;  1,33434e-07
0000000008;00:00:07;0000007340;  48,00;  1,34172e-07
0000000008;00:00:07;0000007340;  49,00;  1,33837e-07
0000000008;00:00:07;0000007340;  50,00;  1,33500e-07
0000000009;00:00:08;0000008246;  10,00;  1,32964e-07
0000000009;00:00:08;0000008246;  11,00;  1,33568e-07
0000000009;00:00:08;0000008246;  12,00;  1,33636e-07
0000000009;00:00:08;0000008246;  13,00;  1,33568e-07
0000000009;00:00:08;0000008246;  14,00;  1,33367e-07
0000000009;00:00:08;0000008246;  15,00;  1,33233e-07
0000000009;00:00:08;0000008246;  16,00;  1,33434e-07
0000000009;00:00:08;0000008246;  17,00;  1,33837e-07
0000000009;00:00:08;0000008246;  18,00;  1,33568e-07
0000000009;00:00:08;0000008246;  19,00;  1,33702e-07
0000000009;00:00:08;0000008246;  20,00;  1,33702e-07
0000000009;00:00:08;0000008246;  21,00;  1,34106e-07
0000000009;00:00:08;0000008246;  22,00;  1,33031e-07
0000000009;00:00:08;0000008246;  23,00;  1,33165e-07
0000000009;00:00:08;0000008246;  24,00;  1,34039e-07
0000000009;00:00:08;0000008246;  25,00;  1,33770e-07
0000000009;00:00:08;0000008246;  26,00;  1,33367e-07
0000000009;00:00:08;0000008246;  27,00;  1,33770e-07
0000000009;00:00:08;0000008246;  28,00;  1,33636e-07
0000000009;00:00:08;0000008246;  29,00;  1,33568e-07
0000000009;00:00:08;0000008246;  30,00;  1,33636e-07
0000000009;00:00:08;0000008246;  31,00;  1,33568e-07
0000000009;00:00:08;0000008246;  32,00;  1,33702e-07
0000000009;00:00:08;0000008246;  33,00;  1,33905e-07
0000000009;00:00:08;0000008246;  34,00;  1,33770e-07
0000000009;00:00:08;0000008246;  35,00;  1,33568e-07
0000000009;00:00:08;0000008246;  36,00;  1,33770e-07
0000000009;00:00:08;0000008246;  37,00;  1,34442e-07
0000000009;00:00:08;0000008246;  38,00;  1,33770e-07
0000000009;00:00:08;0000008246;  39,00;  1,33971e-07
