704094.000000	7.792969
704095.000000	7.792969
704096.000000	7.773437
704097.000000	7.773437
704098.000000	7.773437
704099.000000	7.753906
704100.000000	7.753906
704101.000000	7.753906
704102.000000	7.753906
704103.000000	7.753906
704104.000000	7.734375
704105.000000	7.734375
704106.000000	7.734375
704107.000000	7.753906
704108.000000	7.734375
704109.000000	7.753906
704110.000000	7.753906
704111.000000	7.773437
704112.000000	7.753906
704113.000000	7.753906
704114.000000	7.753906
704115.000000	7.773437
704116.000000	7.773437
704117.000000	7.753906
704118.000000	7.734375
704119.000000	7.753906
704120.000000	7.753906
704121.000000	7.753906
704122.000000	7.734375
704123.000000	7.773437
704124.000000	7.792969
704125.000000	7.792969
704126.000000	7.792969
704127.000000	7.792969
704128.000000	7.792969
704129.000000	7.773437
704130.000000	7.773437
704131.000000	7.753906
704132.000000	7.753906
704133.000000	7.753906
704134.000000	7.773437
704135.000000	7.773437
704136.000000	7.792969
704137.000000	7.792969
704138.000000	7.812500
704139.000000	7.812500
704140.000000	7.812500
704141.000000	7.792969
704142.000000	7.792969
704143.000000	7.792969
704144.000000	7.832031
704145.000000	7.812500
704146.000000	7.792969
704147.000000	7.792969
704148.000000	7.773437
704149.000000	7.773437
704150.000000	7.753906
704151.000000	7.773437
704152.000000	7.812500
704153.000000	7.812500
704154.000000	7.812500
704155.000000	7.832031
704156.000000	7.832031
704157.000000	7.832031
704158.000000	7.812500
704159.000000	7.832031
704160.000000	7.832031
704161.000000	7.832031
704162.000000	7.812500
704163.000000	7.812500
704164.000000	7.792969
704165.000000	7.812500
704166.000000	7.773437
704167.000000	7.773437
704168.000000	7.773437
704169.000000	7.792969
704170.000000	7.792969
704171.000000	7.773437
704172.000000	7.792969
704173.000000	7.792969
704174.000000	7.792969
704175.000000	7.812500
704176.000000	7.792969
704177.000000	7.812500
704178.000000	7.832031
704179.000000	7.832031
704180.000000	7.832031
704181.000000	7.832031
704182.000000	7.812500
704183.000000	7.792969
704184.000000	7.812500
704185.000000	7.851562
704186.000000	7.832031
704187.000000	7.832031
704188.000000	7.832031
704189.000000	7.792969
704190.000000	7.792969
704191.000000	7.792969
704192.000000	7.792969
704193.000000	7.812500
704194.000000	7.812500
704195.000000	7.832031
704196.000000	7.832031
704197.000000	7.832031
704198.000000	7.851562
704199.000000	7.832031
704200.000000	7.832031
704201.000000	7.773437
704202.000000	7.792969
704203.000000	7.792969
704204.000000	7.792969
704205.000000	7.832031
704206.000000	7.812500
704207.000000	7.832031
704208.000000	7.832031
704209.000000	7.832031
704210.000000	7.832031
704211.000000	7.832031
704212.000000	7.832031
704213.000000	7.832031
704214.000000	7.832031
704215.000000	7.792969
704216.000000	7.792969
704217.000000	7.832031
704218.000000	7.832031
704219.000000	7.792969
704220.000000	7.832031
704221.000000	7.832031
704222.000000	7.812500
704223.000000	7.773437
704224.000000	7.792969
704225.000000	7.832031
704226.000000	7.812500
704227.000000	7.773437
704228.000000	7.773437
704229.000000	7.812500
704230.000000	7.792969
704231.000000	7.792969
704232.000000	7.832031
704233.000000	7.812500
704234.000000	7.792969
704235.000000	7.773437
704236.000000	7.792969
704237.000000	7.812500
704238.000000	7.832031
704239.000000	7.832031
704240.000000	7.812500
704241.000000	7.812500
704242.000000	7.812500
704243.000000	7.773437
704244.000000	7.773437
704245.000000	7.773437
704246.000000	7.773437
704247.000000	7.812500
704248.000000	7.832031
704249.000000	7.812500
704250.000000	7.792969
704251.000000	7.773437
