616829.000000	1.816406
616830.000000	1.621094
616831.000000	1.992187
616832.000000	2.089844
616833.000000	2.031250
616834.000000	1.699219
616835.000000	1.601562
616836.000000	1.894531
616837.000000	1.972656
616838.000000	1.894531
616839.000000	1.289062
616840.000000	1.972656
616841.000000	1.835937
616842.000000	2.363281
616843.000000	1.757812
616844.000000	1.640625
616845.000000	1.621094
616846.000000	1.933594
616847.000000	2.167969
616848.000000	1.914062
616849.000000	1.738281
616850.000000	1.640625
616851.000000	1.972656
616852.000000	2.128906
616853.000000	2.167969
616854.000000	1.953125
616855.000000	1.718750
616856.000000	1.738281
616857.000000	1.992187
616858.000000	2.246094
616859.000000	2.050781
616860.000000	1.992187
616861.000000	1.855469
616862.000000	1.875000
616863.000000	2.070312
616864.000000	2.011719
616865.000000	1.992187
616866.000000	1.894531
616867.000000	1.796875
616868.000000	2.089844
616869.000000	2.304687
616870.000000	2.519531
616871.000000	2.265625
616872.000000	2.031250
616873.000000	2.167969
616874.000000	2.519531
616875.000000	2.734375
616876.000000	2.421875
616877.000000	2.226562
616878.000000	2.167969
616879.000000	2.578125
616880.000000	2.832031
616881.000000	2.675781
616882.000000	2.460937
616883.000000	2.421875
616884.000000	2.714844
616885.000000	2.929687
616886.000000	2.968750
616887.000000	2.636719
616888.000000	2.539062
616889.000000	2.773437
616890.000000	3.027344
616891.000000	3.203125
616892.000000	2.832031
616893.000000	2.734375
616894.000000	2.851562
616895.000000	3.320312
616896.000000	3.164062
616897.000000	2.968750
616898.000000	2.792969
616899.000000	2.988281
616900.000000	3.281250
616901.000000	3.183594
616902.000000	3.066406
616903.000000	2.812500
616904.000000	3.125000
616905.000000	3.339844
616906.000000	3.535156
616907.000000	3.320312
616908.000000	3.046875
616909.000000	3.261719
616910.000000	3.476562
616911.000000	3.613281
616912.000000	3.183594
616913.000000	3.144531
616914.000000	3.261719
616915.000000	3.652344
616916.000000	3.476562
616917.000000	3.261719
616918.000000	3.085937
616919.000000	3.398437
616920.000000	3.652344
616921.000000	3.554687
616922.000000	3.203125
616923.000000	3.378906
616924.000000	3.691406
616925.000000	3.710937
616926.000000	3.300781
616927.000000	3.261719
616928.000000	3.535156
616929.000000	3.750000
616930.000000	3.378906
616931.000000	3.203125
616932.000000	3.320312
616933.000000	3.632812
616934.000000	3.691406
616935.000000	3.378906
616936.000000	3.203125
616937.000000	3.261719
616938.000000	3.671875
616939.000000	3.671875
616940.000000	3.457031
616941.000000	3.203125
616942.000000	3.398437
616943.000000	3.632812
616944.000000	3.535156
616945.000000	3.300781
616946.000000	3.144531
616947.000000	3.300781
616948.000000	3.535156
