259004.000000	5.019531
259005.000000	5.000000
259006.000000	5.039062
259007.000000	5.000000
259008.000000	5.019531
259009.000000	4.980469
259010.000000	5.000000
259011.000000	5.019531
259012.000000	5.019531
259013.000000	5.000000
259014.000000	5.000000
259015.000000	5.019531
259016.000000	5.019531
259017.000000	5.000000
259018.000000	5.039062
259019.000000	5.039062
259020.000000	5.019531
259021.000000	5.019531
259022.000000	5.000000
259023.000000	5.000000
259024.000000	5.000000
259025.000000	5.000000
259026.000000	5.000000
259027.000000	5.000000
259028.000000	5.000000
259029.000000	5.019531
259030.000000	5.019531
259031.000000	5.019531
259032.000000	5.019531
259033.000000	4.980469
259034.000000	5.000000
259035.000000	5.000000
259036.000000	5.000000
259037.000000	5.000000
259038.000000	5.000000
259039.000000	5.000000
259040.000000	5.039062
259041.000000	5.000000
259042.000000	5.019531
259043.000000	5.000000
259044.000000	4.980469
259045.000000	5.000000
259046.000000	5.000000
259047.000000	5.000000
259048.000000	4.980469
259049.000000	4.960937
259050.000000	4.980469
259051.000000	5.000000
259052.000000	4.980469
259053.000000	4.980469
259054.000000	4.980469
259055.000000	5.000000
259056.000000	5.000000
259057.000000	5.000000
259058.000000	5.000000
259059.000000	5.000000
259060.000000	5.000000
259061.000000	4.980469
259062.000000	4.980469
259063.000000	4.980469
259064.000000	5.019531
259065.000000	5.019531
259066.000000	5.000000
259067.000000	5.000000
259068.000000	5.000000
259069.000000	5.000000
259070.000000	5.019531
259071.000000	5.019531
259072.000000	5.019531
259073.000000	5.019531
259074.000000	5.039062
259075.000000	5.039062
259076.000000	5.019531
259077.000000	5.000000
259078.000000	5.000000
259079.000000	5.000000
259080.000000	5.000000
259081.000000	5.000000
259082.000000	5.000000
259083.000000	5.019531
259084.000000	5.019531
259085.000000	5.019531
259086.000000	5.019531
259087.000000	5.000000
259088.000000	5.000000
259089.000000	5.000000
259090.000000	5.000000
259091.000000	4.980469
259092.000000	4.980469
259093.000000	5.000000
259094.000000	5.019531
259095.000000	5.000000
259096.000000	5.000000
259097.000000	4.980469
259098.000000	5.019531
259099.000000	5.019531
259100.000000	5.039062
259101.000000	5.000000
259102.000000	5.000000
259103.000000	5.039062
259104.000000	5.019531
259105.000000	5.019531
259106.000000	5.000000
259107.000000	4.980469
259108.000000	5.000000
259109.000000	5.019531
259110.000000	5.019531
259111.000000	5.019531
259112.000000	5.019531
259113.000000	5.019531
259114.000000	5.000000
259115.000000	5.000000
259116.000000	5.000000
259117.000000	5.019531
259118.000000	5.019531
259119.000000	5.019531
259120.000000	5.019531
259121.000000	5.000000
259122.000000	4.980469
259123.000000	5.000000
259124.000000	5.019531
259125.000000	5.039062
259126.000000	5.019531
259127.000000	5.000000
259128.000000	4.980469
